geneid,BPcum,genesymbol,type,TWAS.Z,TWAS.P
ENSG00000184005.10,76354660,ST6GALNAC3,dpw,1.48681,0.137
ENSG00000272855.1,76637108,RP5-1102E8.3,dpw,-0.40352,0.687
ENSG00000226415.1,76700164,TPI1P1,dpw,-1.25408,0.21
ENSG00000276081.1,77060173,MIR7156,dpw,0.01,0.992
ENSG00000230498.1,77073202,RP4-564M11.2,dpw,0.41,0.682
ENSG00000228187.1,77195110,RP11-363H12.1,dpw,-0.72768,0.467
ENSG00000154027.18,77421010,AK5,dpw,-0.92229,0.356
ENSG00000180488.14,77829582,FAM73A,dpw,0.4025,0.687
ENSG00000232015.2,77853624,HSPE1P25,dpw,0.57627,0.564
ENSG00000235927.4,77885444,NEXN-AS1,dpw,-1.2406,0.215
ENSG00000162616.8,77998570,DNAJB4,dpw,-0.72114,0.471
ENSG00000273338.1,78004450,RP11-386I14.4,dpw,1.168,0.243
ENSG00000122420.9,78421817,PTGFR,dpw,2.17352,0.0297
ENSG00000137965.10,78656938,IFI44,dpw,1.38643,0.166
ENSG00000162618.12,78948242,ADGRL4,dpw,-0.51447,0.607
ENSG00000232676.1,79521642,ADH5P2,dpw,-0.16085,0.872
ENSG00000236268.5,82980046,LINC01361,dpw,-0.087,0.931
ENSG00000233008.5,83718400,RP11-475O6.1,dpw,2.88653,0.0039
ENSG00000237076.1,83795873,RP5-836J3.1,dpw,-0.0443,0.965
ENSG00000137941.16,83932090,TTLL7,dpw,-1.62608,0.104
ENSG00000271576.1,84077132,RP11-486G15.2,dpw,-0.42998,0.667
ENSG00000199959.1,84277390,SNORA2,dpw,0.15992,0.873
ENSG00000137976.7,84406776,DNASE2B,dpw,0.60007,0.548
ENSG00000117133.10,84488525,RPF1,dpw,0.49611,0.62
ENSG00000174021.10,84502446,GNG5,dpw,0.18161,0.856
ENSG00000117151.12,84562044,CTBS,dpw,-3.11484,0.00184
ENSG00000162643.12,85066143,WDR63,dpw,-0.63266,0.527
ENSG00000097096.8,85178960,SYDE2,dpw,-1.07281,0.283
ENSG00000162642.13,85254813,C1orf52,dpw,0.50943,0.61
ENSG00000223653.5,85362420,RP11-131L23.1,dpw,1.143,0.253
ENSG00000153904.18,85448422,DDAH1,dpw,-0.826,0.409
ENSG00000171502.14,85943088,COL24A1,dpw,0.248,0.804
ENSG00000278281.1,86357660,MIR7856,dpw,-1.74181,0.0815
ENSG00000122417.15,86371584,ODF2L,dpw,-1.32785,0.184
ENSG00000016490.15,86484329,CLCA1,dpw,-1.203,0.229
ENSG00000261737.1,86703982,RP4-612B15.3,dpw,-0.824,0.41
ENSG00000183291.15,86888435,SEP15,dpw,-0.53644,0.592
ENSG00000153936.16,87012324,HS2ST1,dpw,2.00211,0.0453
ENSG00000199318.1,87453307,RNA5SP52,dpw,0.49489,0.621
ENSG00000239504.3,88477972,RN7SL583P,dpw,0.41,0.682
ENSG00000230053.2,88498493,RP11-76N22.1,dpw,-0.933,0.351
ENSG00000207234.1,88816832,RNU6-125P,dpw,-2.59896,0.00935
ENSG00000241975.1,88829261,TCEB1P19,dpw,-1.28677,0.198
ENSG00000137944.16,88964364,KYAT3,dpw,-0.79948,0.424
ENSG00000117226.11,89014780,GBP3,dpw,0.57855,0.563
ENSG00000154451.14,89265878,GBP5,dpw,-0.60038,0.548
ENSG00000197147.12,89561350,LRRC8B,dpw,-0.469,0.639
ENSG00000171488.14,89701488,LRRC8C,dpw,1.92538,0.0542
ENSG00000231613.1,89789704,RP5-943J3.1,dpw,1.68038,0.0929
ENSG00000225446.2,90853506,RP4-665J23.2,dpw,0.545,0.586
ENSG00000122482.20,90968786,ZNF644,dpw,1.87753,0.0604
ENSG00000162669.15,91332818,HFM1,dpw,1.97269,0.0485
ENSG00000097046.12,91513329,CDC7,dpw,-0.534,0.593
ENSG00000122484.8,92350511,RPAP2,dpw,0.12623,0.9
ENSG00000223787.2,92580649,RP4-593M8.1,dpw,0.57096,0.568
ENSG00000067208.14,92650550,EVI5,dpw,-2.09289,0.0364
ENSG00000207523.1,92840786,SNORA66,dpw,-1.71151,0.087
ENSG00000239710.3,92974971,RN7SL692P,dpw,-0.73046,0.465
ENSG00000251837.1,93027458,Y_RNA,dpw,-0.64463,0.519
ENSG00000117500.12,93165236,TMED5,dpw,0.06057,0.952
ENSG00000122483.17,93229325,CCDC18,dpw,-0.325,0.745
ENSG00000223745.7,93304106,CCDC18-AS1,dpw,-1.12981,0.259
ENSG00000117505.12,93357694,DR1,dpw,0.91587,0.36
ENSG00000212601.1,93488393,RNA5SP53,dpw,0.84278,0.399
ENSG00000224093.5,93598886,RP5-1033H22.2,dpw,0.23593,0.813
ENSG00000137936.16,93704468,BCAR3,dpw,-0.21688,0.828
ENSG00000230439.2,93764184,RP11-488P3.1,dpw,0.30921,0.757
ENSG00000211575.3,93846872,MIR760,dpw,0.10064,0.92
ENSG00000260464.1,93848057,RP4-561L24.3,dpw,-0.52329,0.601
ENSG00000067334.13,93873101,DNTTIP2,dpw,1.45253,0.146
ENSG00000023909.9,93897331,GCLM,dpw,0.40587,0.685
ENSG00000235794.1,93924552,MTND3P21,dpw,1.05262,0.293
ENSG00000233482.1,94145366,RP11-78O9.1,dpw,0.32638,0.744
ENSG00000137962.12,94212028,ARHGAP29,dpw,-2.23917,0.0251
ENSG00000226835.2,94291358,RP11-148B18.1,dpw,-1.86259,0.0625
ENSG00000232918.2,94406639,RP11-366L18.1,dpw,0.7998,0.424
ENSG00000223675.1,94588927,RP11-86H7.6,dpw,-1.79937,0.072
ENSG00000143036.16,94857794,SLC44A3,dpw,-0.077,0.939
ENSG00000117519.15,94912114,CNN3,dpw,-0.29547,0.768
ENSG00000172339.9,95023676,ALG14,dpw,1.39046,0.164
ENSG00000271092.5,95182574,TMEM56-RWDD3,dpw,-1.36633,0.172
ENSG00000122481.16,95240690,RWDD3,dpw,-0.10804,0.914
ENSG00000232878.3,97209440,DPYD-AS1,dpw,-1.85115,0.0641
ENSG00000232542.1,97407148,DPYD-IT1,dpw,0.10659,0.915
ENSG00000162627.16,98711101,SNX7,dpw,2.07564,0.0379
ENSG00000232825.1,99076564,RP5-896L10.1,dpw,-0.64063,0.522
ENSG00000223656.1,99698710,HMGB3P10,dpw,0.572,0.567
ENSG00000228084.1,99969124,RP5-884G6.2,dpw,-0.38016,0.704
ENSG00000117620.13,100002714,SLC35A3,dpw,1.54296,0.123
ENSG00000122477.12,100163362,LRRC39,dpw,-0.38725,0.699
ENSG00000224616.1,100265065,RTCA-AS1,dpw,-0.25478,0.799
ENSG00000137996.12,100279488,RTCA,dpw,0.84974,0.395
ENSG00000181656.6,100540078,GPR88,dpw,-0.72433,0.469
ENSG00000213421.4,100587040,RP11-84O12.2,dpw,0.01784,0.986
ENSG00000230402.2,100633832,LINC01349,dpw,0.40533,0.685
ENSG00000162694.13,100884186,EXTL2,dpw,0.428,0.669
ENSG00000162695.11,100938915,SLC30A7,dpw,0.7981,0.425
ENSG00000117543.20,101007856,DPH5,dpw,-1.27663,0.202
ENSG00000233184.6,101056574,RP11-421L21.3,dpw,-0.874,0.382
ENSG00000271578.1,101190758,RP5-1033H2.1,dpw,-0.46806,0.64
ENSG00000252717.1,101859904,RNU6-352P,dpw,1.08468,0.278
ENSG00000118733.16,101899802,OLFM3,dpw,-1.73988,0.0819
ENSG00000233359.1,102294685,RP11-202K23.1,dpw,0.65222,0.514
ENSG00000230864.1,102808582,RP5-936J12.1,dpw,-0.51672,0.605
ENSG00000234257.1,103100424,SOD2P1,dpw,-0.64533,0.519
ENSG00000240038.6,103566675,AMY2B,dpw,0.13565,0.892
ENSG00000243480.7,103621296,AMY2A,dpw,1.39869,0.162
ENSG00000234441.1,103668170,RP5-1108M17.5,dpw,1.317,0.188
ENSG00000198890.7,107057987,PRMT6,dpw,-0.152,0.879
ENSG00000085491.15,108167443,SLC25A24,dpw,-1.37956,0.168
ENSG00000241361.8,108305398,SLC25A24P1,dpw,0.764,0.445
ENSG00000238118.1,108402516,SLC25A24P2,dpw,-1.32641,0.185
ENSG00000224698.1,108426937,RP11-131J3.1,dpw,-0.13007,0.897
ENSG00000226483.2,108508909,RP5-964H19.2,dpw,2.46902,0.0135
ENSG00000134186.11,108697064,PRPF38B,dpw,2.0121,0.0442
ENSG00000116266.10,108778100,STXBP3,dpw,-0.48715,0.626
ENSG00000121957.12,108904948,GPSM2,dpw,1.33655,0.181
ENSG00000237349.1,108987104,RP5-1065J22.2,dpw,1.02435,0.306
ENSG00000085433.15,109006164,WDR47,dpw,1.69959,0.0892
ENSG00000031698.12,109226044,SARS,dpw,0.34766,0.728
ENSG00000134222.16,109281372,PSRC1,dpw,-1.15266,0.249
ENSG00000143028.8,109474383,SYPL2,dpw,2.46742,0.0136
ENSG00000181754.6,109506957,AMIGO1,dpw,2.23991,0.0251
ENSG00000228703.1,109629362,RP5-1160K1.6,dpw,-2.58362,0.00978
ENSG00000168765.15,109665459,GSTM4,dpw,2.44781,0.0144
ENSG00000134184.12,109698427,GSTM1,dpw,-0.99397,0.32
ENSG00000134202.10,109737486,GSTM3,dpw,-0.653,0.514
ENSG00000134201.10,109743842,GSTM5,dpw,-0.94151,0.346
ENSG00000184371.13,109920618,CSF1,dpw,0.889,0.374
ENSG00000235526.1,110178182,RP5-1028L10.2,dpw,0.22649,0.821
ENSG00000282852.1,110256842,RP5-1003J2.4,dpw,1.28523,0.199
ENSG00000200536.1,110272546,SNORA25,dpw,-0.98321,0.326
ENSG00000224699.8,110395467,LAMTOR5-AS1,dpw,-0.829,0.407
ENSG00000134248.13,110404596,LAMTOR5,dpw,-2.45,0.0143
ENSG00000270380.1,110456930,RP11-470L19.5,dpw,-0.67016,0.503
ENSG00000282887.1,110474462,RP11-470L19.6,dpw,-1.46038,0.144
ENSG00000259834.1,110655300,RP11-284N8.3,dpw,0.10931,0.913
ENSG00000121931.15,110955632,LRIF1,dpw,0.097,0.923
ENSG00000156171.14,111128775,DRAM2,dpw,-0.196,0.845
ENSG00000236040.1,111253485,CHIAP1,dpw,0.86325,0.388
ENSG00000227179.6,111387340,PGCP1,dpw,-0.44065,0.659
ENSG00000085465.12,111421046,OVGP1,dpw,-0.16649,0.868
ENSG00000260948.1,111432058,RP11-552M11.8,dpw,0.033,0.974
ENSG00000116459.10,111455819,ATP5F1,dpw,-0.24253,0.808
ENSG00000143110.11,111476152,C1orf162,dpw,-0.12287,0.902
ENSG00000116473.14,111629455,RAP1A,dpw,-0.71535,0.474
ENSG00000064703.11,111761631,DDX20,dpw,-0.65113,0.515
ENSG00000171385.9,111879909,KCND3,dpw,-0.724,0.469
ENSG00000231437.3,111994306,RP11-88H9.2,dpw,-0.309,0.757
ENSG00000234388.2,112363432,TXNP3,dpw,1.28582,0.199
ENSG00000134245.17,112498354,WNT2B,dpw,-0.265,0.791
ENSG00000224167.1,112863950,RP3-522D1.1,dpw,0.5172,0.605
ENSG00000228040.1,112890845,RP3-522D1.2,dpw,0.14065,0.888
ENSG00000238198.1,113042396,RP11-31F15.2,dpw,1.65189,0.0986
ENSG00000198799.11,113102735,LRIG2,dpw,-0.41223,0.68
ENSG00000081026.18,113538336,MAGI3,dpw,-1.45298,0.146
ENSG00000232450.1,113699258,RP4-730K3.3,dpw,-0.64858,0.517
ENSG00000116793.15,113728160,PHTF1,dpw,-2.03885,0.0415
ENSG00000134242.15,113842786,PTPN22,dpw,1.24566,0.213
ENSG00000118655.4,113909614,DCLRE1B,dpw,-2.28331,0.0224
ENSG00000116774.11,114007482,OLFML3,dpw,1.91036,0.0561
ENSG00000134207.14,114121606,SYT6,dpw,0.459,0.646
ENSG00000175984.14,114626636,DENND2C,dpw,1.10325,0.27
ENSG00000213281.4,114710682,NRAS,dpw,0.69637,0.486
ENSG00000134198.9,115068756,TSPAN2,dpw,-1.436,0.151
ENSG00000214204.4,115857365,HNRNPA1P43,dpw,1.326,0.185
ENSG00000163393.12,116023276,SLC22A15,dpw,-0.59793,0.55
ENSG00000235933.1,116165263,RP5-1185H19.2,dpw,0.639,0.523
ENSG00000203865.9,116405435,ATP1A1-AS1,dpw,0.82324,0.41
ENSG00000211543.2,116671788,MIR320B1,dpw,0.73751,0.461
ENSG00000225079.2,116775364,FTH1P22,dpw,-1.3849,0.166
ENSG00000134247.9,116950208,PTGFRN,dpw,-1.379,0.168
ENSG00000252510.1,116962410,RNA5SP55,dpw,1.843,0.0653
ENSG00000134256.12,117019114,CD101,dpw,-1.88698,0.0592
ENSG00000116830.11,117083878,TTF2,dpw,0.786,0.432
ENSG00000228453.1,117138420,RPS15AP9,dpw,-0.30967,0.757
ENSG00000235202.1,117308428,LINC01525,dpw,-2.24682,0.0247
ENSG00000236866.5,117601302,AL157902.3,dpw,-1.06783,0.286
ENSG00000155761.13,118069542,SPAG17,dpw,0.35,0.726
ENSG00000239216.1,119001012,RP4-712E4.2,dpw,-0.6665,0.505
ENSG00000116874.11,119085944,WARS2,dpw,2.38294,0.0172
ENSG00000231365.5,119208185,RP11-418J17.1,dpw,0.15319,0.878
ENSG00000194297.2,119331462,RNU1-75P,dpw,0.16875,0.866
ENSG00000235595.1,119462526,GAPDHP23,dpw,-1.882,0.0598
ENSG00000198857.3,119605296,HSD3BP5,dpw,0.16839,0.866
ENSG00000143067.4,119633598,ZNF697,dpw,-0.31284,0.754
ENSG00000092621.11,119702007,PHGDH,dpw,-0.822,0.411
ENSG00000274642.1,120258383,CH17-472G23.1,dpw,-0.21727,0.828
ENSG00000270231.3,120452046,NBPF8,dpw,0.61842,0.536
ENSG00000226067.6,120961284,LINC00623,dpw,-1.914,0.0556
ENSG00000273516.1,121008435,U1,dpw,2.01302,0.0441
ENSG00000198019.12,121091828,FCGR1B,dpw,0.454,0.65
ENSG00000223345.3,121112734,HIST2H2BA,dpw,-2.69016,0.00714
ENSG00000171943.11,121288816,SRGAP2C,dpw,2.17691,0.0295
ENSG00000272583.1,121518598,RP11-344P13.6,dpw,2.01029,0.0444
ENSG00000272419.5,145190079,RP11-403I13.8,dpw,1.4866,0.137
ENSG00000256374.2,145241878,PPIAL4D,dpw,-1.07004,0.285
ENSG00000117281.15,145729380,CD160,dpw,-0.19106,0.848
ENSG00000265491.4,145781473,RNF115,dpw,-1.81538,0.0695
ENSG00000186364.11,145847292,NUDT17,dpw,0.79916,0.424
ENSG00000278549.1,145850616,MIR6736,dpw,0.22027,0.826
ENSG00000198483.12,145876214,ANKRD35,dpw,-1.514,0.13
ENSG00000233396.7,146057258,RP11-458D21.1,dpw,-0.52804,0.597
ENSG00000264343.5,146187615,NOTCH2NL,dpw,0.517,0.605
ENSG00000244371.2,146957388,PFN1P8,dpw,-0.95993,0.337
ENSG00000227242.4,147038125,NBPF13P,dpw,0.3925,0.695
ENSG00000283342.1,147111884,NBPF13P,dpw,-1.24124,0.215
ENSG00000131791.7,147163828,PRKAB2,dpw,0.89021,0.373
ENSG00000237188.3,147192170,RP11-337C18.8,dpw,-1.33567,0.182
ENSG00000131781.12,147209201,FMO5,dpw,0.516,0.606
ENSG00000236806.1,147223952,RPL7AP15,dpw,0.24374,0.807
ENSG00000131778.17,147269204,CHD1L,dpw,0.41374,0.679
ENSG00000162836.11,147650074,ACP6,dpw,-0.061,0.951
ENSG00000227700.1,148246428,RP11-301M17.1,dpw,-0.40584,0.685
ENSG00000231196.4,148294080,RP11-495P10.7,dpw,-0.25089,0.802
ENSG00000224481.1,148336818,RP11-495P10.3,dpw,0.76228,0.446
ENSG00000272824.1,148358466,RP6-74O6.6,dpw,0.86799,0.385
ENSG00000207340.1,148362452,RNVU1-1,dpw,0.45648,0.648
ENSG00000278596.1,148388323,MIR6077,dpw,0.17491,0.861
ENSG00000274020.1,148411573,LINC01138,dpw,0.7191,0.472
ENSG00000231551.7,148417531,RP11-495P10.1,dpw,0.32,0.749
ENSG00000270629.5,148605568,NBPF14,dpw,-0.54901,0.583
ENSG00000177144.6,148749226,NUDT4P1,dpw,0.04321,0.966
ENSG00000271383.6,149473492,NBPF19,dpw,-1.90039,0.0574
ENSG00000226500.2,149754506,RP11-196G18.1,dpw,0.72402,0.469
ENSG00000183598.3,149813476,HIST2H3D,dpw,-0.0496,0.96
ENSG00000159164.9,149910600,SV2A,dpw,1.97551,0.0482
ENSG00000222222.1,150237062,RNU2-17P,dpw,-1.57808,0.115
ENSG00000118292.8,150274558,C1orf54,dpw,-0.38991,0.697
ENSG00000266472.5,150301350,MRPS21,dpw,-2.06205,0.0392
ENSG00000278939.1,150303031,AC242988.1,dpw,2.29839,0.0215
ENSG00000117360.12,150337336,PRPF3,dpw,0.876,0.381
ENSG00000163125.15,150419829,RPRD2,dpw,0.33981,0.734
ENSG00000228126.1,150516895,FALEC,dpw,-3.53416,0.000409
ENSG00000203804.4,150567378,ADAMTSL4-AS1,dpw,-2.08784,0.0368
ENSG00000143384.12,150577145,MCL1,dpw,-1.66455,0.096
ENSG00000143457.10,150671685,GOLPH3L,dpw,3.23948,0.0012
ENSG00000143452.15,150709474,HORMAD1,dpw,-2.31163,0.0208
ENSG00000236713.1,150780458,RP11-363I22.3,dpw,-1.41454,0.157
ENSG00000143387.12,150802266,CTSK,dpw,-2.94481,0.00323
ENSG00000200175.1,150812645,RNU6-1309P,dpw,-2.69868,0.00696
ENSG00000143437.20,150843237,ARNT,dpw,-1.01094,0.312
ENSG00000231073.1,150974329,RP11-316M1.3,dpw,-3.109,0.00188
ENSG00000143443.9,151049864,C1orf56,dpw,1.576,0.115
ENSG00000159352.15,151261092,PSMD4,dpw,2.93236,0.00336
ENSG00000143393.16,151309756,PI4KB,dpw,2.75212,0.00592
ENSG00000224645.1,151341308,RP11-126K1.8,dpw,-3.18947,0.00143
ENSG00000143375.14,151524602,CGN,dpw,1.33073,0.183
ENSG00000207606.1,151545844,MIR554,dpw,-1.886,0.0593
ENSG00000143367.15,151561944,TUFT1,dpw,-2.2846,0.0223
ENSG00000178796.12,151720120,RIIAD1,dpw,-2.107,0.0351
ENSG00000269621.1,151757726,RP11-98D18.15,dpw,1.9332,0.0532
ENSG00000268288.1,151766744,RP11-98D18.16,dpw,-2.58485,0.00974
ENSG00000182134.15,151780762,TDRKH,dpw,-1.17871,0.239
ENSG00000203288.3,151792604,RP11-98D18.9,dpw,0.572,0.567
ENSG00000269489.1,151798328,RP11-98D18.17,dpw,0.91652,0.359
ENSG00000143365.16,151818972,RORC,dpw,-1.335,0.182
ENSG00000159445.12,151891696,THEM4,dpw,2.07567,0.0379
ENSG00000197747.8,151988653,S100A10,dpw,1.86785,0.0618
ENSG00000229021.2,152018653,AL591893.1,dpw,0.47174,0.637
ENSG00000226716.1,152123800,AL589986.2,dpw,0.33117,0.741
ENSG00000236427.1,152206458,RP11-107M16.2,dpw,0.58,0.562
ENSG00000237975.6,152306791,FLG-AS1,dpw,-0.17945,0.858
ENSG00000185962.1,152622969,LCE3A,dpw,1.36921,0.171
ENSG00000159455.8,152686762,LCE2B,dpw,0.31498,0.753
ENSG00000203786.6,152760807,KPRP,dpw,-1.105,0.269
ENSG00000186226.8,152787320,LCE1E,dpw,-0.45949,0.646
ENSG00000163206.5,152881682,SMCP,dpw,1.35283,0.176
ENSG00000241794.1,153056826,SPRR2A,dpw,-0.99593,0.319
ENSG00000203784.2,153204282,LELP1,dpw,-0.31174,0.755
ENSG00000197956.9,153535422,S100A6,dpw,0.13638,0.892
ENSG00000196754.10,153564500,S100A2,dpw,1.216,0.224
ENSG00000188643.10,153610016,S100A16,dpw,0.51428,0.607
ENSG00000189334.8,153615621,S100A14,dpw,1.43594,0.151
ENSG00000189171.14,153625074,S100A13,dpw,-1.50277,0.133
ENSG00000235015.1,153717826,GEMIN2P1,dpw,-0.10884,0.913
ENSG00000223599.1,153852760,RP11-216N14.7,dpw,-1.943,0.052
ENSG00000143545.8,153983988,RAB13,dpw,-1.32615,0.185
ENSG00000177954.11,153991455,RPS27,dpw,0.90867,0.364
ENSG00000143569.18,154245845,UBAP2L,dpw,-0.19147,0.848
ENSG00000222457.1,154297700,RNU6-121P,dpw,0.13798,0.89
ENSG00000169291.9,154485943,SHE,dpw,0.81339,0.416
ENSG00000229780.1,154554314,UBE2Q1-AS1,dpw,-2.36541,0.018
ENSG00000160716.5,154573904,CHRNB2,dpw,1.58215,0.114
ENSG00000143603.18,154783868,KCNN3,dpw,-1.30831,0.191
ENSG00000163344.5,154930863,PMVK,dpw,1.89456,0.0582
ENSG00000270361.1,154937715,RP11-307C12.13,dpw,0.47204,0.637
ENSG00000268154.2,154950352,Metazoa_SRP,dpw,1.074,0.283
ENSG00000163352.5,154993951,LENEP,dpw,-0.78706,0.431
ENSG00000232093.1,155045655,RP11-307C12.11,dpw,1.6973,0.0896
ENSG00000143537.13,155056671,ADAM15,dpw,2.26776,0.0233
ENSG00000143590.13,155083206,EFNA3,dpw,2.186,0.0288
ENSG00000169241.17,155137101,SLC50A1,dpw,1.10595,0.269
ENSG00000169231.13,155202320,THBS3,dpw,0.2502,0.802
ENSG00000116521.10,155259205,SCAMP3,dpw,0.52626,0.599
ENSG00000160752.14,155314708,FDPS,dpw,-0.02944,0.977
ENSG00000207144.1,155419449,RNU6-1297P,dpw,1.06626,0.286
ENSG00000237872.4,155433720,POU5F1P4,dpw,-0.56074,0.575
ENSG00000225082.2,155594421,DAP3P1,dpw,0.29763,0.766
ENSG00000246203.2,155637486,RP11-29H23.5,dpw,-1.1512,0.25
ENSG00000163374.19,155674222,YY1AP1,dpw,-0.487,0.626
ENSG00000132676.15,155713486,DAP3,dpw,1.81712,0.0692
ENSG00000116580.18,155804532,GON4L,dpw,-1.198,0.231
ENSG00000283442.1,155894334,U4,dpw,2.71312,0.00667
ENSG00000143622.10,155904606,RIT1,dpw,-0.34707,0.729
ENSG00000173080.5,155942330,RXFP4,dpw,-0.69624,0.486
ENSG00000163479.13,156015004,SSR2,dpw,2.97032,0.00297
ENSG00000160803.7,156044548,UBQLN4,dpw,2.70755,0.00678
ENSG00000196189.12,156162560,SEMA4A,dpw,-1.08547,0.278
ENSG00000198952.8,156266025,SMG5,dpw,0.76521,0.444
ENSG00000189030.9,156298962,VHLL,dpw,-0.19136,0.848
ENSG00000163467.11,156342155,TSACC,dpw,0.2835,0.777
ENSG00000260460.1,156510768,RP11-284F21.8,dpw,-0.60662,0.544
ENSG00000187862.11,156583249,TTC24,dpw,-3.596,0.000323
ENSG00000160818.16,156597992,GPATCH4,dpw,2.42295,0.0154
ENSG00000280316.1,156598292,AL365181.1,dpw,0.72294,0.47
ENSG00000132692.18,156650462,BCAN,dpw,-0.482,0.63
ENSG00000223356.1,156712694,RP11-66D17.5,dpw,-2.26396,0.0236
ENSG00000271736.1,157281892,RP11-85G21.3,dpw,0.07394,0.941
ENSG00000158473.6,158182422,CD1D,dpw,-0.76593,0.444
ENSG00000230942.1,158267037,HMGN1P5,dpw,-1.39047,0.164
ENSG00000158481.12,158291708,CD1C,dpw,1.35941,0.174
ENSG00000163565.18,159027562,IFI16,dpw,0.357,0.721
ENSG00000233473.2,159081464,RAD1P2,dpw,1.04589,0.296
ENSG00000163568.14,159104790,AIM2,dpw,-0.03474,0.972
ENSG00000248642.1,159279522,OR10J2P,dpw,1.59287,0.111
ENSG00000196266.4,159314165,OR10J3,dpw,1.61594,0.106
ENSG00000188004.9,159844911,C1orf204,dpw,-1.00546,0.315
ENSG00000279430.1,159910324,RP11-190A12.9,dpw,0.09395,0.925
ENSG00000162728.4,160086067,KCNJ9,dpw,-1.017,0.309
ENSG00000132681.16,160169274,ATP1A4,dpw,-0.05626,0.955
ENSG00000143318.12,160196222,CASQ1,dpw,-0.12463,0.901
ENSG00000235082.2,160317555,SUMO1P3,dpw,-1.56939,0.117
ENSG00000274562.1,160778558,RP11-404F10.5,dpw,-1.522,0.128
ENSG00000122223.12,160846508,CD244,dpw,-0.60721,0.544
ENSG00000179914.4,160880855,ITLN1,dpw,-0.36369,0.716
ENSG00000232188.1,160933060,RP11-312J18.6,dpw,-1.29696,0.195
ENSG00000158769.17,161008280,F11R,dpw,-2.38807,0.0169
ENSG00000270149.5,161018460,RP11-544M22.13,dpw,-1.10076,0.271
ENSG00000215845.10,161038311,TSTD1,dpw,-2.414,0.0158
ENSG00000158773.14,161042614,USF1,dpw,-0.938,0.348
ENSG00000158796.16,161126832,DEDD,dpw,1.8045,0.0712
ENSG00000143224.17,161172212,PPOX,dpw,1.8337,0.0667
ENSG00000158859.9,161191682,ADAMTS4,dpw,-1.24372,0.214
ENSG00000158887.15,161307354,MPZ,dpw,-0.34206,0.732
ENSG00000143252.14,161344799,SDHC,dpw,-0.18176,0.856
ENSG00000188931.3,161366303,CFAP126,dpw,-0.739,0.46
ENSG00000236484.2,161379033,RRM2P2,dpw,-1.12639,0.26
ENSG00000283696.1,161410917,RP11-122G18.12,dpw,-1.97269,0.0485
ENSG00000283317.1,161437220,RP11-122G18.11,dpw,-1.50399,0.133
ENSG00000244682.7,161593501,FCGR2C,dpw,1.32225,0.186
ENSG00000118217.5,161865182,ATF6,dpw,0.48915,0.625
ENSG00000229808.1,161891515,RP11-456P18.2,dpw,0.15978,0.873
ENSG00000162745.10,162003524,OLFML2B,dpw,1.28255,0.2
ENSG00000117143.13,162580674,UAP1,dpw,-0.75865,0.448
ENSG00000230739.1,162837132,RP11-331H2.4,dpw,0.30568,0.76
ENSG00000185860.13,162846637,CCDC190,dpw,-2.183,0.029
ENSG00000227667.1,162979672,RP11-331H2.3,dpw,-1.05411,0.292
ENSG00000232995.7,163283200,RGS5,dpw,-1.42049,0.155
ENSG00000143228.12,163311170,NUF2,dpw,0.99268,0.321
ENSG00000185630.18,164727440,PBX1,dpw,0.72545,0.468
ENSG00000271917.1,164829194,RP11-506O24.2,dpw,-0.617,0.537
ENSG00000143198.12,165646329,MGST3,dpw,0.242,0.809
ENSG00000143149.12,165680540,ALDH9A1,dpw,-1.40607,0.16
ENSG00000273365.1,165706920,RP11-466F5.10,dpw,-0.93593,0.349
ENSG00000224358.1,165772053,RP11-466F5.8,dpw,-0.025,0.98
ENSG00000143183.16,165776024,TMCO1,dpw,-0.069,0.945
ENSG00000143179.13,165869575,UCK2,dpw,0.587,0.557
ENSG00000207341.1,166042298,RNA5SP64,dpw,-0.28232,0.778
ENSG00000229588.1,166335324,RP11-479J7.2,dpw,1.1386,0.255
ENSG00000238087.3,166573442,FMO8P,dpw,-1.009,0.313
ENSG00000215834.8,166617538,FMO9P,dpw,-0.94305,0.346
ENSG00000143157.11,166847896,POGK,dpw,1.31995,0.187
ENSG00000152382.5,166866419,TADA1,dpw,0.89464,0.371
ENSG00000225171.2,166868979,DUTP6,dpw,-0.189,0.85
ENSG00000143194.12,166998898,MAEL,dpw,-0.1242,0.901
ENSG00000143190.21,167324088,POU2F1,dpw,-0.26736,0.789
ENSG00000197965.11,167756556,MPZL1,dpw,1.52885,0.126
ENSG00000250762.1,167820074,RP1-313L4.4,dpw,0.09844,0.922
ENSG00000143199.17,167861802,ADCY10,dpw,0.61738,0.537
ENSG00000143158.10,167926885,MPC2,dpw,0.37527,0.707
ENSG00000221545.1,167998694,MIR1255B2,dpw,0.97113,0.331
ENSG00000224837.1,168056162,GCSHP5,dpw,0.035,0.972
ENSG00000143147.14,168108606,GPR161,dpw,-0.089,0.929
ENSG00000237131.1,168215529,RP1-69E11.3,dpw,-0.5229,0.601
ENSG00000213064.9,168239482,SFT2D2,dpw,-1.12663,0.26
ENSG00000214262.4,168246454,ANKRD36BP1,dpw,1.74739,0.0806
ENSG00000143156.13,169250250,NME7,dpw,1.221,0.222
ENSG00000117477.12,169427770,CCDC181,dpw,0.225,0.822
ENSG00000234604.2,169474110,RP1-206D15.5,dpw,-0.32429,0.746
ENSG00000117479.12,169474956,SLC19A2,dpw,-0.4613,0.645
